City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,santo antonio,-6.3106,-35.4789,26.680000000000007,59,70,7.26,BR,1722798275
284,tura,25.5198,90.2201,24.010000000000048,98,100,1.84,IN,1722798276
285,jipijapa,-1.3333,-80.5833,26.720000000000027,70,92,2.52,EC,1722798277
286,vilyuchinsk,52.9306,158.4028,9.150000000000034,83,4,0.83,RU,1722798278
287,ascension,30.2169,-90.9001,35.0,58,40,2.06,US,1722798279
288,perugorria,-29.3413,-58.6106,15.110000000000014,88,100,4.2,AR,1722798280
289,akrehamn,59.2667,5.1833,16.230000000000018,67,20,3.6,NO,1722798282
290,ndele,8.4109,20.6473,20.610000000000014,95,100,1.08,CF,1722798283
291,huarmey,-10.0681,-78.1522,20.670000000000016,67,5,5.8,PE,1722798285
292,dimbokro,6.6451,-4.7048,25.25,75,100,1.38,CI,1722798286
293,khovd,48.0056,91.6419,21.120000000000005,30,0,2.24,MN,1722798193
294,plastun,44.7561,136.2939,11.800000000000011,96,56,0.86,RU,1722798289
295,tinogasta,-28.0632,-67.5649,22.03000000000003,16,0,4.58,AR,1722798290
296,opuwo,-18.0607,13.84,20.360000000000014,30,0,2.83,NA,1722798291
297,san angelo,31.4638,-100.437,35.879999999999995,34,0,4.12,US,1722798094
298,nuku'alofa,-21.1333,-175.2,21.189999999999998,83,100,3.09,TO,1722798293
299,bamboo flat,11.7,92.7167,26.05000000000001,89,75,0.51,IN,1722798295
300,enriquillo,17.9,-71.2333,32.82000000000005,63,11,5.14,DO,1722798296
301,tangalle,6.024,80.7911,27.090000000000032,82,100,5.06,LK,1722798297
302,al qadarif,14.0349,35.3834,26.890000000000043,72,100,4.17,SD,1722798298
303,lerwick,60.1545,-1.1494,15.0,84,99,8.94,GB,1722798299
304,vanimo,-2.6741,141.3028,24.640000000000043,91,100,2.13,PG,1722798301
305,ain oussera,35.4514,2.9058,30.390000000000043,20,0,5.33,DZ,1722798302
306,kolonia town,6.964,158.206,25.0,94,40,1.03,FM,1722798304
307,kartaly,53.0522,60.6467,15.28000000000003,91,83,4.4,RU,1722798306
308,karasuk,53.7377,78.0403,18.77000000000004,65,100,2.44,RU,1722798307
309,midvagur,62.0511,-7.1939,11.460000000000036,100,100,12.35,FO,1722798308
310,nema,57.5067,50.5011,17.970000000000027,78,100,2.55,RU,1722798309
311,kone,-21.0595,164.8658,15.450000000000045,73,51,1.61,NC,1722798310
312,tobruk,32.0836,23.9764,27.03000000000003,80,0,4.03,LY,1722798311
313,puke,42.0444,19.8997,21.03000000000003,39,99,3.15,AL,1722798313
314,keelung,25.1283,121.7419,29.410000000000025,80,5,2.66,TW,1722798111
315,krasnyy chikoy,50.3643,108.7512,12.980000000000018,94,0,1.19,RU,1722798315
316,pandan,14.0453,124.1694,26.57000000000005,86,54,2.54,PH,1722798316
317,guarapari,-20.6667,-40.4975,24.33000000000004,73,3,4.77,BR,1722798002
318,san clemente del tuyu,-36.3569,-56.7235,12.610000000000014,60,95,2.41,AR,1722798319
319,barra de santo antonio,-9.4047,-35.5072,24.600000000000023,78,3,6.63,BR,1722798095
320,kitami,43.8031,143.8908,15.270000000000039,99,100,1.4,JP,1722798321
321,greymouth,-42.4667,171.2,5.53000000000003,87,100,2.31,NZ,1722798322
322,zhukovo,55.0318,36.744,17.54000000000002,83,0,1.76,RU,1722798323
323,el idrissia,34.4454,2.5275,28.33000000000004,14,0,4.34,DZ,1722798324
324,naracoorte,-36.9579,140.7383,6.710000000000036,69,100,2.16,AU,1722798208
325,vila velha,-20.3297,-40.2925,21.970000000000027,94,75,2.57,BR,1722798066
326,quellon,-43.1167,-73.6167,6.900000000000034,96,100,2.44,CL,1722798329
327,pisco,-13.7,-76.2167,17.230000000000018,82,100,2.57,PE,1722798330
328,tiruchchendur,8.4833,78.1167,28.170000000000016,66,100,4.87,IN,1722798332
329,santiago,-33.4569,-70.6483,16.439999999999998,58,75,2.24,CL,1722798035
330,kourou,5.1552,-52.6478,28.03000000000003,73,100,5.09,GF,1722798334
331,urangan,-25.3,152.9,16.960000000000036,71,23,2.73,AU,1722798335
332,gedo,9.0167,37.45,12.100000000000023,96,100,0.78,ET,1722798336
333,cabo san lucas,22.8909,-109.9124,33.610000000000014,68,56,1.79,MX,1722798337
334,namibe,-15.1961,12.1522,16.54000000000002,84,4,4.04,AO,1722798339
335,talara,-4.5772,-81.2719,26.420000000000016,57,0,9.7,PE,1722798340
336,grand gaube,-20.0064,57.6608,19.650000000000034,80,13,2.24,MU,1722798341
337,al hazm,16.1641,44.7769,31.430000000000007,40,100,5.18,YE,1722798342
338,halden,59.1226,11.3871,18.24000000000001,92,86,1.27,NO,1722798343
339,castillos,-34.1667,-53.8333,14.04000000000002,51,100,2.97,UY,1722798305
340,trondheim,63.4305,10.3951,18.29000000000002,76,95,0.45,NO,1722798346
341,horta,38.5333,-28.6333,26.80000000000001,88,40,4.12,PT,1722798348
342,fougamou,-1.2154,10.5838,24.930000000000007,63,84,1.58,GA,1722798349
343,kuqa,41.7278,82.9364,27.220000000000027,36,99,1.75,CN,1722798351
344,vargashi,55.3556,65.8467,14.350000000000023,94,8,3.53,RU,1722798352
345,tsiombe,-25.3,45.4833,16.850000000000023,87,0,2.13,MG,1722798353
346,hudiksvall,61.729,17.1036,14.660000000000025,90,41,1.2,SE,1722798354
347,alice town,25.7167,-79.3,28.25,82,100,9.35,BS,1722798196
348,kismayo,-0.3582,42.5454,24.510000000000048,75,24,8.59,SO,1722798166
349,weisswasser,51.5167,14.6333,19.55000000000001,93,100,2.46,DE,1722798358
350,kitimat,54.0524,-128.6534,24.82000000000005,51,66,1.34,CA,1722798183
351,saint-florent-sur-cher,46.9955,2.2508,25.090000000000032,68,96,1.29,FR,1722798360
352,fuyang,32.9,115.8167,28.189999999999998,85,56,2.75,CN,1722798361
353,yverdon-les-bains,46.7785,6.6412,23.29000000000002,84,100,1.85,CH,1722798362
354,caleta de carquin,-11.0925,-77.6267,19.600000000000023,69,11,5.21,PE,1722798364
355,happy valley-goose bay,53.3168,-60.3315,28.170000000000016,39,20,5.14,CA,1722798365
356,igarka,67.4667,86.5833,8.560000000000002,71,0,6.03,RU,1722798366
357,egilsstadir,65.2653,-14.3948,10.950000000000045,82,75,5.66,IS,1722798367
358,strezhevoy,60.7333,77.5889,15.310000000000002,96,100,0.9,RU,1722798369
359,coquimbo,-29.9533,-71.3436,14.850000000000023,82,75,4.12,CL,1722798371
360,novodvinsk,64.4165,40.8122,14.860000000000014,73,100,3.2,RU,1722798372
361,kirensk,57.7853,108.1119,15.560000000000002,65,75,1.25,RU,1722798373
362,tolanaro,-25.0319,46.9987,20.04000000000002,88,20,1.03,MG,1722798374
363,manokwari,-0.8667,134.0833,25.420000000000016,87,100,4.3,ID,1722798375
364,muleba,-1.8397,31.6544,21.810000000000002,57,33,0.98,TZ,1722798377
365,corinto,37.9407,22.9573,28.83000000000004,55,8,2.13,GR,1722798378
366,obock,12.25,43.0833,28.720000000000027,49,99,7.39,DJ,1722798379
367,puerto aysen,-45.4,-72.7,5.060000000000002,100,100,0.23,CL,1722798377
368,port erin,54.0849,-4.751,15.930000000000007,88,100,11.83,IM,1722798381
369,kansk,56.2017,95.7175,13.25,77,2,1.59,RU,1722798383
370,pskov,57.8136,28.3496,16.950000000000045,100,20,2.0,RU,1722798220
371,yamada,39.4667,141.95,22.390000000000043,96,35,1.01,JP,1722798385
372,zhigalovo,54.8097,105.1578,10.990000000000009,96,3,1.21,RU,1722798386
373,biltine,14.5333,20.9167,22.80000000000001,93,100,6.25,TD,1722798190
374,benavente,42.0025,-5.6783,33.14000000000004,15,0,0.89,ES,1722798388
375,paita,-5.0892,-81.1144,21.400000000000034,70,22,7.59,PE,1722798390
376,letterkenny,54.95,-7.7333,18.939999999999998,98,100,4.32,IE,1722798391
377,luanda,-8.8368,13.2343,19.879999999999995,85,87,4.64,AO,1722797795
378,daru,-9.0763,143.2092,23.870000000000005,89,100,6.37,PG,1722798393
379,flying fish cove,-10.4217,105.6791,23.82000000000005,88,100,4.63,CX,1722798394
380,maseru,-29.3167,27.4833,12.400000000000034,23,100,4.01,LS,1722798395
381,lib,8.3122,167.3766,28.29000000000002,79,26,4.15,MH,1722798397
382,ugento,39.9263,18.1574,27.480000000000018,62,86,4.32,IT,1722798398
383,ancud,-41.8697,-73.8203,8.470000000000027,92,100,3.71,CL,1722798355
384,chu,43.5983,73.7614,26.370000000000005,23,0,0.76,KZ,1722798401
385,kittila,67.6647,24.8936,18.08000000000004,72,100,1.03,FI,1722798403
386,east london,-33.0153,27.9116,15.04000000000002,60,100,11.01,ZA,1722798404
387,tralee,52.2704,-9.7026,19.480000000000018,88,64,4.19,IE,1722798405
388,nogliki,51.8333,143.1667,8.75,86,100,3.41,RU,1722798406
389,mikhaylovskoye,51.8239,79.7172,19.170000000000016,69,100,3.75,RU,1722798408
390,betio village,1.358,172.9211,28.02000000000004,70,58,5.83,KI,1722798410
391,fuerte olimpo,-21.0415,-57.8738,34.56,23,69,5.74,PY,1722798411
392,arraial do cabo,-22.9661,-42.0278,26.980000000000018,69,0,8.23,BR,1722798186
393,chegdomyn,51.1167,133.0167,18.060000000000002,60,100,1.18,RU,1722798413
394,marsabit,2.3284,37.9899,22.79000000000002,46,57,6.1,KE,1722798415
395,malvan,16.0667,73.4667,26.879999999999995,88,100,6.44,IN,1722798377
396,beira,-19.8436,34.8389,18.05000000000001,94,0,2.06,MZ,1722798417
397,ellsworth,44.5434,-68.4195,26.140000000000043,80,0,0.0,US,1722798300
398,berbera,10.4396,45.0143,33.83000000000004,45,5,6.29,SO,1722798419
399,neya,58.2972,43.8681,14.990000000000009,93,26,1.56,RU,1722798421
400,isiolo,0.3546,37.5822,21.79000000000002,59,71,3.85,KE,1722798422
401,ponta delgada,37.7333,-25.6667,25.400000000000034,83,75,4.12,PT,1722798423
402,kupang,-10.1667,123.5833,25.32000000000005,73,100,3.6,ID,1722798424
403,ta'izz,13.5,44.0,22.210000000000036,82,100,2.42,YE,1722798425
404,krasnoarmeysk,51.0239,45.6969,21.350000000000023,50,98,3.88,RU,1722798426
405,lima duarte,-21.8425,-43.7931,26.430000000000007,35,14,3.11,BR,1722798428
406,clinton,42.587,-82.9199,32.34000000000003,62,75,3.6,US,1722798429
407,usogorsk,63.4106,48.6872,15.430000000000007,87,100,2.66,RU,1722798430
408,puerto armuelles,8.2833,-82.8667,30.99000000000001,83,100,1.34,PA,1722798431
409,pionerskiy,54.9508,20.2275,16.910000000000025,75,100,1.71,RU,1722798433
410,luba,3.4568,8.5547,24.74000000000001,86,100,4.65,GQ,1722798434
411,altai,46.3722,96.2583,15.29000000000002,43,12,1.68,MN,1722798435
412,guangming,45.3333,122.7833,22.29000000000002,98,99,2.9,CN,1722798436
413,camabatela,-8.1881,15.375,20.890000000000043,54,100,2.45,AO,1722798437
414,calvinia,-31.4707,19.776,3.2600000000000477,93,14,3.12,ZA,1722798439
415,berdigestyakh,62.0989,126.6992,11.939999999999998,57,98,3.16,RU,1722798441
416,monki,53.405,22.7979,21.49000000000001,57,100,1.5,PL,1722798442
417,sao joao da barra,-21.6403,-41.0511,25.05000000000001,79,0,6.76,BR,1722798316
418,sao vicente,-23.9631,-46.3919,32.93000000000001,58,16,4.23,BR,1722798445
419,archidona,37.0965,-4.3887,24.260000000000048,35,0,2.86,ES,1722798446
420,ebon,4.582,168.6964,28.210000000000036,77,93,4.92,MH,1722798447
421,mirny,62.5353,113.9611,14.740000000000009,57,97,2.37,RU,1722798448
422,jiamusi,46.8333,130.35,21.310000000000002,92,100,1.77,CN,1722798274
423,springs,-26.25,28.4,17.360000000000014,57,100,4.3,ZA,1722798451
424,westport,41.1415,-73.3579,29.360000000000014,74,0,4.63,US,1722798254
425,svetlyy,54.675,20.1347,17.03000000000003,80,100,2.76,RU,1722798454
426,yelahanka,13.1075,77.6003,23.950000000000045,85,75,3.6,IN,1722798455
427,saldanha,-33.0117,17.9442,11.450000000000045,54,38,3.56,ZA,1722798456
428,northam,51.0333,-4.2167,19.100000000000023,84,100,4.92,GB,1722798457
429,tselinnoye,53.0833,85.6667,16.25,83,9,2.8,RU,1722798458
430,edd,13.9297,41.6925,32.10000000000002,66,25,2.05,ER,1722798459
431,fremont,37.5483,-121.9886,26.110000000000014,73,40,4.12,US,1722798404
432,anatuya,-28.4606,-62.8347,23.02000000000004,39,0,5.46,AR,1722798462
433,verkhnevilyuysk,63.4453,120.3167,11.930000000000007,66,83,2.3,RU,1722798464
434,kimbe,-5.5502,150.1429,23.450000000000045,94,98,2.22,PG,1722798465
435,san pedro pochutla,15.7333,-96.4667,32.620000000000005,57,91,2.73,MX,1722798467
436,hillsborough,37.5741,-122.3794,23.79000000000002,73,40,7.72,US,1722798468
437,dakhla,23.6848,-15.958,21.160000000000025,94,74,2.67,EH,1722798469
438,bucerias,20.75,-105.3333,32.210000000000036,55,75,3.09,MX,1722798470
439,gitega,-3.5,29.95,17.78000000000003,36,82,2.31,BI,1722798471
440,kokopo,-4.352,152.2633,24.420000000000016,88,100,3.5,PG,1722798472
441,nangomba,-10.9,38.5,22.32000000000005,53,0,2.36,TZ,1722798474
442,motygino,58.1831,94.7592,12.580000000000041,73,31,0.93,RU,1722798475
443,mejit,10.2753,170.8646,28.310000000000002,78,18,5.73,MH,1722798476
444,shingu,33.7333,135.9833,25.27000000000004,92,0,1.17,JP,1722798477
445,san andres,12.5847,-81.7006,32.01000000000005,70,20,4.12,CO,1722798460
446,zaranj,30.9667,61.8833,36.52000000000004,12,7,9.46,AF,1722798480
447,geraldton,-28.7667,114.6,8.230000000000018,93,0,4.12,AU,1722798481
448,mugia,43.1041,-9.2179,25.090000000000032,85,0,5.53,ES,1722798482
449,mogocha,53.7333,119.7667,15.560000000000002,100,100,0.75,RU,1722798483
450,mahilyow,53.9139,30.3364,17.650000000000034,71,76,2.51,BY,1722798484
451,decazeville,44.5605,2.2509,25.379999999999995,70,100,1.17,FR,1722798486
452,alotau,-10.3069,150.4462,22.470000000000027,97,100,2.35,PG,1722798487
453,san mariano,7.5,126.0,22.420000000000016,93,100,1.18,PH,1722798488
454,midleton,51.9153,-8.1805,17.879999999999995,96,100,8.27,IE,1722798489
455,lubang,13.8584,120.124,28.960000000000036,74,100,5.64,PH,1722798490
456,thunder bay,48.4001,-89.3168,22.25,40,100,3.01,CA,1722798461
457,olyokminsk,60.3736,120.4264,15.370000000000005,98,100,2.91,RU,1722798493
458,balakhta,55.38,91.6,16.910000000000025,94,100,1.69,RU,1722798494
459,brezina,33.0989,1.2608,35.610000000000014,9,14,6.77,DZ,1722798495
460,lozuvatka,48.0571,33.2858,20.860000000000014,65,22,5.18,UA,1722798496
461,kot mumin,32.1895,73.028,30.29000000000002,72,83,2.62,PK,1722798498
462,nizhneudinsk,54.9076,99.0276,12.120000000000005,88,0,0.7,RU,1722798499
463,vershino-darasunskiy,52.35,115.5167,9.5,95,1,1.83,RU,1722798500
464,port shepstone,-30.7414,30.455,19.340000000000032,70,100,12.77,ZA,1722798501
465,tamanrasset,22.785,5.5228,33.950000000000045,6,0,2.57,DZ,1722798502
466,tambacounda,13.7539,-13.7586,24.720000000000027,89,100,3.58,SN,1722798504
467,shanhaiguan,39.9988,119.7564,23.160000000000025,97,100,3.37,CN,1722798505
468,treviglio,45.5238,9.5895,29.74000000000001,48,0,1.54,IT,1722798506
469,gargalianoi,37.0667,21.6333,29.340000000000032,70,11,2.51,GR,1722798507
470,ladario,-19.0047,-57.6017,36.160000000000025,23,0,3.09,BR,1722798508
471,coyhaique,-45.5752,-72.0662,5.340000000000032,98,97,1.13,CL,1722798510
472,rumuruti,0.267,36.5389,17.05000000000001,87,100,0.58,KE,1722798511
473,siniscola,40.5719,9.6922,29.75,77,28,1.01,IT,1722798512
474,luderitz,-26.6481,15.1594,13.740000000000009,80,100,3.7,NA,1722798513
475,ramnagar,29.4,79.1167,25.379999999999995,89,100,3.12,IN,1722798514
476,macia,-25.0269,33.0989,23.180000000000007,24,5,3.37,MZ,1722798516
477,smithers,54.7804,-127.1743,25.950000000000045,28,78,1.19,CA,1722798517
478,acapulco de juarez,16.8634,-99.8901,30.900000000000034,70,75,4.63,MX,1722798518
479,beya,53.0533,90.9139,15.930000000000007,86,1,3.0,RU,1722798520
480,linxia chengguanzhen,35.6003,103.2064,16.29000000000002,71,0,1.41,CN,1722798521
481,boden,65.8252,21.6886,18.0,90,8,1.16,SE,1722798522
482,pulandian,39.3953,121.9669,25.120000000000005,97,100,1.59,CN,1722798523
483,pemangkat,1.1667,108.9667,26.5,85,100,3.83,ID,1722798524
484,lata,40.1629,-8.3327,22.260000000000048,58,0,2.46,PT,1722798525
485,parun,35.4207,70.9221,13.700000000000045,81,21,1.2,AF,1722798527
486,bonthe,7.5264,-12.505,25.260000000000048,84,99,3.45,SL,1722798528
487,inyonga,-6.7167,32.0667,19.670000000000016,29,5,2.03,TZ,1722798529
488,mulayjah,27.271,48.4242,37.28000000000003,13,100,6.42,SA,1722798530
489,tawau,4.2498,117.8871,26.170000000000016,82,68,1.71,MY,1722798531
490,magadan,59.5667,150.8,11.650000000000034,86,12,1.21,RU,1722798533
491,ferkessedougou,9.6,-5.2,23.430000000000007,90,100,2.1,CI,1722798534
492,cozumel,20.5083,-86.9458,33.04000000000002,62,40,2.57,MX,1722798466
493,livingston,55.9029,-3.5226,15.07000000000005,89,75,3.6,GB,1722798428
494,anuradhapura,8.3565,80.4173,24.230000000000018,88,99,3.47,LK,1722798537
495,pathein,16.7833,94.7333,24.810000000000002,94,100,2.57,MM,1722798538
496,colonia,50.9333,6.95,20.53000000000003,71,0,1.54,DE,1722798540
497,tabou,4.423,-7.3528,24.350000000000023,84,84,3.05,CI,1722798541
498,qrendi,35.8347,14.4583,26.810000000000002,83,20,5.66,MT,1722798542
499,alice springs,-23.7,133.8833,7.75,93,40,1.54,AU,1722798543
500,irymple,-34.25,142.1667,8.939999999999998,83,100,3.39,AU,1722798544
501,linares,-35.85,-71.6,12.140000000000043,84,100,3.13,CL,1722798546
502,mount pearl,47.5166,-52.7813,23.189999999999998,89,100,6.17,CA,1722798547
503,maintirano,-18.0667,44.0167,22.760000000000048,74,5,4.05,MG,1722798548
504,parkano,62.0167,23.0167,15.180000000000007,89,91,1.7,FI,1722798549
505,al kharijah,25.4514,30.5464,34.370000000000005,17,45,4.48,EG,1722798550
506,simanggang,1.2472,111.4528,25.010000000000048,94,100,0.0,MY,1722798293
507,auriflama,-20.6856,-50.5547,31.930000000000007,19,1,4.49,BR,1722798553
508,ormara,25.2088,64.6357,28.090000000000032,89,100,5.43,PK,1722798554
509,acarau,-2.8856,-40.12,28.629999999999995,59,0,9.06,BR,1722798441
510,masuguru,-11.3667,38.4167,23.920000000000016,47,1,2.41,TZ,1722798556
511,terrace,54.5163,-128.6035,25.120000000000005,37,22,0.91,CA,1722798557
512,zambezi,-13.5432,23.1047,19.910000000000025,20,3,2.05,ZM,1722798559
513,maturin,9.75,-63.1767,32.910000000000025,89,100,4.63,VE,1722798431
514,ajdabiya,30.7554,20.2263,27.49000000000001,68,0,5.15,LY,1722798561
515,argo,37.6333,22.7333,28.77000000000004,59,6,1.05,GR,1722798562
516,charters towers,-20.1,146.2667,12.810000000000002,92,0,3.48,AU,1722798563
517,marka,1.7159,44.7717,24.33000000000004,73,93,8.22,SO,1722798565
518,shenjiamen,29.9576,122.298,27.670000000000016,90,7,4.82,CN,1722798566
519,mpulungu,-8.7623,31.1141,22.910000000000025,35,4,2.2,ZM,1722798567
520,katsuren-haebaru,26.3369,127.8719,29.010000000000048,90,0,2.06,JP,1722798568
521,aguilas,37.4063,-1.5829,27.930000000000007,62,0,1.24,ES,1722798569
522,srikakulam,18.3,83.9,27.77000000000004,87,74,2.13,IN,1722798570
523,san juan,-31.5375,-68.5364,22.370000000000005,11,3,4.8,AR,1722798438
524,alaghsas,17.0187,8.0168,32.420000000000016,45,22,4.28,NE,1722798573
525,lhasa,29.65,91.1,12.680000000000007,89,94,2.36,CN,1722798574
526,wonopringgo,-6.9833,109.6167,23.090000000000032,82,5,2.7,ID,1722798575
527,la ronge,55.1001,-105.2842,20.120000000000005,52,100,5.14,CA,1722798576
528,bubaque,11.2833,-15.8333,26.230000000000018,84,100,6.83,GW,1722798578
529,aljezur,37.3191,-8.8033,21.57000000000005,67,8,2.51,PT,1722798579
530,malango,-2.9627,119.9001,17.879999999999995,96,39,1.08,ID,1722798580
531,el alto,-4.2714,-81.2147,24.810000000000002,65,73,10.26,PE,1722798581
532,tindouf,27.6711,-8.1474,41.370000000000005,6,2,3.72,DZ,1722798582
533,lisakovsk,52.5369,62.4936,17.260000000000048,79,0,3.89,KZ,1722798584
534,yelizovo,53.1873,158.3805,9.080000000000041,100,20,2.0,RU,1722798585
535,kayangel,8.0823,134.7173,28.480000000000018,76,100,4.46,PW,1722798586
536,machico,32.7,-16.7667,25.950000000000045,70,20,6.69,PT,1722798587
537,xiongzhou,25.1167,114.3,26.400000000000034,86,99,0.92,CN,1722798588
538,port moresby,-9.4431,147.1797,22.400000000000034,90,65,2.58,PG,1722798590
539,lampasas,31.2168,-98.2336,36.14000000000004,51,0,4.12,US,1722798591
540,basco,20.4487,121.9702,29.02000000000004,72,0,1.9,PH,1722798593
541,mogi mirim,-22.4319,-46.9578,29.420000000000016,35,80,6.47,BR,1722798594
542,san antonio de pale,-1.4014,5.6325,22.32000000000005,73,100,4.14,GQ,1722798523
543,viedma,-40.8135,-62.9967,17.210000000000036,27,100,5.36,AR,1722798597
544,floro,61.5996,5.0328,14.980000000000018,82,75,2.57,NO,1722798598
545,novoishimskiy,53.1981,66.7694,15.990000000000009,78,7,2.23,KZ,1722798599
546,jamaame,0.0697,42.745,23.890000000000043,74,11,6.17,SO,1722798600
547,kyzyl-mazhalyk,51.1333,90.6,14.270000000000039,69,8,0.68,RU,1722798602
548,achacachi,-16.05,-68.6833,12.640000000000043,40,0,6.38,BO,1722798603
549,kuala terengganu,5.3302,103.1408,26.460000000000036,84,100,0.58,MY,1722798604
550,tobias barreto,-11.1839,-37.9983,25.620000000000005,54,0,7.75,BR,1722798464
551,smara,26.7384,-11.6719,34.360000000000014,28,0,8.32,EH,1722798607
552,nova xavantina,-14.6667,-52.35,33.77000000000004,20,0,2.18,BR,1722798608
553,sanya,18.2431,109.505,28.090000000000032,89,0,2.0,CN,1722798317
554,ha giang,22.8333,104.9833,23.810000000000002,99,55,0.31,VN,1722798610
555,mar del plata,-38.0023,-57.5575,13.860000000000014,57,98,0.89,AR,1722798530
556,mandalgovi,45.7625,106.2708,19.430000000000007,40,6,3.65,MN,1722798612
557,tupancireta,-29.0806,-53.8358,17.730000000000018,94,100,5.22,BR,1722798614
558,al mindak,20.1588,41.2834,19.78000000000003,74,97,0.86,SA,1722798615
559,onega,63.9061,38.1404,13.560000000000002,83,45,2.92,RU,1722798616
560,taltal,-25.4,-70.4833,16.420000000000016,70,30,2.57,CL,1722798617
561,chaman,30.9236,66.4512,26.170000000000016,61,99,0.4,PK,1722798618
562,antsohihy,-14.8796,47.9875,19.33000000000004,79,13,0.48,MG,1722798620
563,saguenay,48.4168,-71.0657,22.27000000000004,60,76,4.82,CA,1722798542
564,punta del este,-34.9667,-54.95,16.060000000000002,48,0,3.09,UY,1722798622
565,kapchorwa,1.3965,34.4509,14.390000000000043,83,30,2.07,UG,1722798623
566,lupane,-18.9315,27.807,16.710000000000036,16,2,2.32,ZW,1722798624
567,tofol,5.3248,163.0078,28.610000000000014,77,15,5.37,FM,1722798625
568,bolu,40.6667,31.5833,18.930000000000007,73,0,0.93,TR,1722798627
